Protein_ID,Compound_ID,Label
Q9FDV9,SUB-6551,0
P30967,SUB-9654,1
Q76LC4,SUB-5204,0
E7BBN5,SUB-6224,1
O75462,SUB-4603,0
P81908,SUB-6962,0
G1EMI7,SUB-7984,0
B9W4V6,SUB-10232,1
P21588,SUB-3836,1
Q58WP5,SUB-9803,1
D7UER1,SUB-8305,0
S4TJ23,SUB-6165,0
P68175,SUB-8525,1
P16116,SUB-1858,1
P00791,SUB-1537,1
Q9S3U5,SUB-7593,1
P0A6L4,SUB-6490,1
C9JRZ8,SUB-7053,0
Q62600,SUB-634,0
B9W4V6,SUB-2733,1
P80679,SUB-10319,0
P12547,SUB-7732,1
Q9BW91,SUB-2229,1
Q84424,SUB-632,0
Q94AX4,SUB-2406,0
P04180,SUB-4346,0
Q8GRC5,SUB-2123,1
P27707,SUB-1115,0
Q9UHG3,SUB-1701,0
A0A075B5G4,SUB-3419,1
Q9HBH5,SUB-8713,1
Q99JW2,SUB-4957,0
A6G7B1,SUB-7582,1
G1JSL4,SUB-1706,1
Q1JUP4,SUB-2356,0
P00327,SUB-9348,1
S4TJ23,SUB-2412,1
Q8PZ67,SUB-9237,1
Q51947,SUB-5195,0
Q54YL2,SUB-6477,0
Q9SR37,SUB-3318,0
O34142,SUB-2700,1
P07941,SUB-7040,0
Q06902,SUB-10105,0
Q51662,SUB-7283,1
Q5W9R9,SUB-7158,0
Q9FYY0,SUB-7549,0
E2GIN1,SUB-3713,1
Q2UL94,SUB-6428,1
A0A1L4AJD2,SUB-9408,1
P05982,SUB-8415,0
P28999,SUB-5508,1
P0A7D4,SUB-859,1
Q9QYY9,SUB-8252,0
P01033,SUB-6032,1
P77072,SUB-1491,1
P17516,SUB-426,0
O75462,SUB-7307,0
Q8U1K3,SUB-10118,0
O08914,SUB-5446,0
A0A0C1Q6R1,SUB-2211,0
Q9ZBB0,SUB-1540,1
Q9WTL7,SUB-10077,1
B9W4V6,SUB-9418,0
Q84BZ3,SUB-8984,1
Q3UEG6,SUB-7676,0
P11310,SUB-5781,0
Q402C7,SUB-2063,0
P05982,SUB-997,0
G1T465,SUB-9412,1
Q5EBM0,SUB-3394,0
P00634,SUB-7022,0
O61594,SUB-3974,1
P27707,SUB-6814,0
P00183,SUB-6692,1
P15559,SUB-6352,0
P19801,SUB-9399,1
O52933,SUB-6297,1
Q99034,SUB-3229,0
Q7Z0T2,SUB-9274,0
Q97W79,SUB-7790,1
P0DJQ5,SUB-7798,0
Q76LC4,SUB-3846,1
P08253,SUB-7170,1
P08683,SUB-3327,0
A1ZA98,SUB-1362,0
P31013,SUB-7043,1
Q56185,SUB-8301,0
Q04179,SUB-273,1
Q16873,SUB-3667,1
Q5LVM3,SUB-9453,0
P0A434,SUB-3594,0
Q96V44,SUB-3171,0
P25536,SUB-256,0
B0LDU5,SUB-6434,1
P37967,SUB-545,0
Q26304,SUB-321,0
Q53766,SUB-10181,0
Q148T8,SUB-261,0
A0A075B5H4,SUB-8076,0
Q6QHF9,SUB-6534,1
V5YT97,SUB-276,0
P51650,SUB-1024,0
Q6XBH1,SUB-6198,1
A3KEZ1,SUB-2689,0
Q9M9F5,SUB-2579,0
A5F5X0,SUB-4271,0
P26459,SUB-8195,0
Q9LFT6,SUB-10080,1
Q8VPD4,SUB-9539,0
Q8WNV7,SUB-891,1
Q9ZBB0,SUB-6019,1
P50163,SUB-4950,0
P04963,SUB-3960,0
C9JRZ8,SUB-6264,0
E7FI45,SUB-9771,0
P22830,SUB-6799,0
Q9UHG3,SUB-7825,1
P07998,SUB-3339,1
Q8NF37,SUB-8653,0
Q8BWF0,SUB-5143,1
Q12737,SUB-4753,1
P21890,SUB-7876,0
O24641,SUB-1589,0
Q02497,SUB-10055,1
O35078,SUB-7673,1
P05364,SUB-5772,1
P0AEK2,SUB-457,1
P9WKG9,SUB-2076,1
Q9FUS8,SUB-4251,0
P30986,SUB-3518,0
A0A9I9,SUB-2383,1
P23457,SUB-1397,0
O81094,SUB-2658,1
Q9H227,SUB-1842,0
Q13093,SUB-7300,1
Q0PQZ5,SUB-5577,1
Q9ZBU1,SUB-6734,1
P54965,SUB-8770,0
C6A190,SUB-6156,0
Q8VPD4,SUB-10350,1
O45307,SUB-10004,0
P49441,SUB-8191,0
P0ABJ1,SUB-2101,1
P07872,SUB-8886,1
Q04631,SUB-1755,0
Q9I596,SUB-2829,0
Q15493,SUB-2860,0
O64698,SUB-6338,0
Q93TJ5,SUB-788,0
P09620,SUB-4009,0
P0A924,SUB-3445,0
G3CRD1,SUB-1830,0
B6F1A8,SUB-2548,1
C9K2Z6,SUB-3201,0
C9JRZ8,SUB-8731,0
P74836,SUB-9834,0
Q8RTL3,SUB-9650,1
P70627,SUB-651,0
A8QCW4,SUB-10301,0
P15559,SUB-4255,1
P28845,SUB-6673,1
Q51793,SUB-6863,0
P37610,SUB-7216,0
Q8U1M0,SUB-5953,0
Q5W1E6,SUB-5836,0
P29703,SUB-7821,1
P19938,SUB-7075,0
Q05469,SUB-4081,0
B2J1M1,SUB-2122,1
Q4R1C4,SUB-848,1
P35738,SUB-8251,1
O24641,SUB-10067,0
Q0PIV8,SUB-7522,1
Q9ZBU1,SUB-10144,1
A0A0A1EQY0,SUB-3129,0
Q04631,SUB-4349,1
Q9Y763,SUB-9638,1
Q39208,SUB-3846,0
P13154,SUB-4116,1
Q8U3K2,SUB-9511,0
P35738,SUB-1,0
P37967,SUB-7331,1
Q04631,SUB-5292,0
P05364,SUB-4724,1
O35350,SUB-2559,1
P97532,SUB-346,1
G1T465,SUB-1897,0
Q76HN6,SUB-2534,1
Q9AQQ8,SUB-3132,0
B8FVX4,SUB-8077,1
P14384,SUB-1930,1
P28999,SUB-4467,0
C7FF05,SUB-6117,0
P06276,SUB-1613,0
P00791,SUB-384,0
Q12737,SUB-5016,1
Q9P8P2,SUB-10256,1
P37334,SUB-2543,1
Q96SL4,SUB-4684,1
O93655,SUB-5386,1
Q96YZ3,SUB-8075,0
O94788,SUB-1649,1
P31373,SUB-7770,1
Q93NH4,SUB-6685,0
P74836,SUB-1051,1
Q9SM43,SUB-8119,1
Q8W162,SUB-2978,0
G7J7Q5,SUB-1280,1
Q3TH56,SUB-1596,1
Q9XZT6,SUB-277,0
P06875,SUB-2602,0
O75828,SUB-472,1
Q8U2G5,SUB-5670,0
S5U4F4,SUB-8976,0
Q96KN2,SUB-3687,0
A2DJ40,SUB-1289,1
A4IP64,SUB-8659,0
G2QND5,SUB-432,1
P11935,SUB-6769,0
O75828,SUB-7054,0
Q96KP4,SUB-368,0
P11546,SUB-9492,0
P17516,SUB-296,1
P74836,SUB-7348,1
B2J1M1,SUB-8486,1
Q5EG61,SUB-1702,1
Q5BM20,SUB-3007,0
P19801,SUB-6679,1
Q2KNL6,SUB-10030,0
Q9SG92,SUB-1082,1
Q8VPD4,SUB-1827,1
Q9SID3,SUB-9986,1
Q9ZWQ9,SUB-10333,0
P07202,SUB-4794,1
Q13126,SUB-1150,1
P15559,SUB-4966,0
A8DPS4,SUB-10098,0
Q1PS23,SUB-5006,1
Q9HA79,SUB-8520,0
P07288,SUB-8692,1
P37610,SUB-1415,1
A0A075B5H4,SUB-2147,1
A1XWY7,SUB-7100,0
E2GIN1,SUB-5847,0
P00784,SUB-293,0
Q8GDC9,SUB-9410,0
P12995,SUB-6495,0
Q7SIG4,SUB-793,1
P0CD75,SUB-9351,1
P22983,SUB-654,1
Q75NT4,SUB-7562,0
Q9QYY9,SUB-4659,1
P09417,SUB-4285,1
Q51947,SUB-715,1
Q8VU79,SUB-4578,0
P52895,SUB-4960,1
P12547,SUB-3675,0
A3DCH2,SUB-1518,1
I3V5V5,SUB-40,0
Q76GS2,SUB-8053,1
Q3IL66,SUB-9124,0
Q4U331,SUB-9315,1
Q148L6,SUB-1224,0
Q8L3C9,SUB-383,0
P00935,SUB-7851,0
P13650,SUB-6118,0
P0CG30,SUB-9026,1
F2R038,SUB-8525,0
P53184,SUB-5044,1
P31013,SUB-2834,1
F1T2J9,SUB-3034,0
P09889,SUB-4079,0
Q6QHF9,SUB-8194,0
O94219,SUB-2462,0
A4IP64,SUB-770,1
Q60029,SUB-1726,0
Q31QF3,SUB-3172,1
B3IVI7,SUB-3823,0
P10537,SUB-7779,1
Q7X9A9,SUB-5653,1
P18548,SUB-10000,1
A3MUY9,SUB-3208,1
P80679,SUB-1405,0
Q0QJH9,SUB-5630,1
P0A7A9,SUB-9590,1
Q00441,SUB-313,0
Q5SKT7,SUB-5922,1
P33315,SUB-70,0
Q7Z4W1,SUB-3700,0
P08515,SUB-2519,0
H8WR05,SUB-4026,0
P74836,SUB-4473,1
V4GH04,SUB-1079,1
Q13126,SUB-1719,1
P0ABB8,SUB-4410,0
Q13126,SUB-2938,1
Q16775,SUB-3636,0
Q84PN8,SUB-8551,0
Q51947,SUB-6730,1
P0A434,SUB-10034,1
P21588,SUB-3225,1
C9JRZ8,SUB-5040,1
Q62600,SUB-218,0
P16444,SUB-5228,0
Q06892,SUB-4792,0
Q0QWG3,SUB-7605,1
Q8K4B7,SUB-8438,0
Q6QF56,SUB-5990,0
A9QXE0,SUB-8740,1
O29976,SUB-448,0
Q9LEL6,SUB-3291,0
Q12053,SUB-4672,1
P25536,SUB-8366,0
E7FHL9,SUB-1276,0
Q02068,SUB-904,1
A0P951,SUB-6724,0
I0B6I6,SUB-6034,0
Q8WZ77,SUB-3043,1
P40884,SUB-6624,0
Q67A25,SUB-4094,0
P0CS93,SUB-7617,0
P00371,SUB-5923,0
Q59477,SUB-10128,1
Q60FX6,SUB-1659,0
P0A6I0,SUB-6974,0
A0A0H3JN63,SUB-5522,1
Q9I387,SUB-6410,0
P20960,SUB-2690,1
Q5QE78,SUB-7047,0
P00183,SUB-966,0
Q0MVP2,SUB-4986,0
Q99999,SUB-10003,0
P31663,SUB-6788,0
C7FF05,SUB-3719,1
Q5QE78,SUB-6358,0
O95497,SUB-6985,0
Q9RE05,SUB-483,0
Q93FD4,SUB-1768,1
Q02567,SUB-2324,0
P26439,SUB-4257,0
P33247,SUB-8816,1
I0GZ55,SUB-1366,0
Q63704,SUB-2658,0
A0A0C1Q6R1,SUB-6441,0
Q5E985,SUB-4428,1
A0A075B5G4,SUB-6382,0
Q96KN2,SUB-9144,0
Q8WNV7,SUB-586,0
Q60176,SUB-7820,1
Q96KN2,SUB-1373,1
P95619,SUB-798,1
P06875,SUB-7302,0
B1P195,SUB-10208,1
P40566,SUB-4033,0
P07328,SUB-5289,0
Q43153,SUB-9930,1
W8CXQ9,SUB-4789,1
Q9GV45,SUB-8682,0
Q8BWF0,SUB-8188,0
Q8S564,SUB-8753,0
Q9HGY3,SUB-530,0
Q8IU89,SUB-9295,1
Q9RFM9,SUB-5522,1
P22413,SUB-2676,0
Q15493,SUB-8938,0
Q9N119,SUB-4288,1
P19971,SUB-7022,1
O65355,SUB-1848,0
P51650,SUB-8373,1
Q6LUT2,SUB-3936,0
Q7NXD4,SUB-8485,1
P09870,SUB-2648,0
Q70DU8,SUB-7058,0
P15309,SUB-9183,1
A9QXE0,SUB-4241,1
P53184,SUB-2472,1
U3RD44,SUB-9065,0
P16426,SUB-1900,0
P00780,SUB-156,0
Q7XA67,SUB-6443,1
Q9HFV6,SUB-5566,1
C6A190,SUB-8936,0
P21588,SUB-8082,1
Q7M523,SUB-1788,1
Q59477,SUB-4659,1
Q9P979,SUB-6406,1
Q9BHM6,SUB-6216,0
P39714,SUB-6410,1
Q840T2,SUB-3252,0
Q9X0D0,SUB-4538,0
Q75NT4,SUB-9587,0
O69762,SUB-8200,0
G1JSL4,SUB-6025,1
P07118,SUB-4916,0
O44390,SUB-3576,1
O60760,SUB-6202,1
Q9LFT6,SUB-3799,0
P33570,SUB-4196,0
P06276,SUB-9047,0
P06875,SUB-2621,1
P37967,SUB-6523,0
P11411,SUB-8978,1
P04694,SUB-3598,0
Q5NT46,SUB-5217,1
C7FF05,SUB-4838,1
O94219,SUB-510,0
Q60FX6,SUB-1618,1
A4F244,SUB-1527,1
B9W4V6,SUB-5000,0
P31658,SUB-10202,1
Q9HA82,SUB-9295,1
Q7LGC8,SUB-3055,0
P07101,SUB-6313,0
P12265,SUB-9303,0
P13569,SUB-5522,1
P06276,SUB-6871,1
A0A069AW73,SUB-4728,0
P0A9B2,SUB-6332,0
Q76HN6,SUB-4595,1
P26439,SUB-250,0
Q9X1T1,SUB-4848,0
Q2UVH9,SUB-8543,0
P9WPL5,SUB-9318,0
P07872,SUB-67,0
Q6LXQ3,SUB-973,1
P51857,SUB-9204,1
P04841,SUB-6010,0
P33247,SUB-336,1
P06875,SUB-9777,0
Q2EPZ0,SUB-1799,1
P06961,SUB-4631,1
P11884,SUB-4587,1
H3JQW0,SUB-984,1
Q8Y2J8,SUB-4690,1
P97051,SUB-8790,0
Q06892,SUB-4788,1
Q5QE78,SUB-1037,0
Q6AYS7,SUB-1095,1
Q8IEK1,SUB-1708,1
Q8LP26,SUB-4101,1
P23457,SUB-2046,1
C4R4L0,SUB-3444,1
Q97VW1,SUB-7722,1
P70269,SUB-10164,1
Q02497,SUB-8417,0
P60932,SUB-9606,0
Q8R3P0,SUB-8921,1
A8WBX8,SUB-7675,1
Q5BM20,SUB-2822,1
P07099,SUB-403,0
Q9BEA3,SUB-5522,1
Q8NF37,SUB-1255,0
Q6UG02,SUB-2576,0
M1JEK6,SUB-8478,1
P53184,SUB-884,1
P41744,SUB-3578,0
I3VIX5,SUB-5706,1
Q5AWX6,SUB-5431,1
A0A0J9X243,SUB-3637,0
P9WMK9,SUB-3467,1
P08311,SUB-8573,1
Q5M886,SUB-28,1
Q6LXQ3,SUB-5694,0
Q15493,SUB-10222,1
P0AC75,SUB-5390,1
P39633,SUB-5987,1
O44390,SUB-9193,0
Q6XUJ4,SUB-10201,1
Q16820,SUB-8365,1
A4YGR1,SUB-1795,1
Q99JW2,SUB-584,1
M1JEK6,SUB-8517,1
O52933,SUB-2938,0
P60484,SUB-6997,1
Q9H227,SUB-8212,0
Q02068,SUB-8472,0
Q9LPM9,SUB-8892,0
Q3MV21,SUB-1933,0
Q5JIZ8,SUB-5522,1
Q02083,SUB-9194,1
U5PUZ1,SUB-9190,1
E9P162,SUB-3250,0
Q6AYS7,SUB-9177,0
P08473,SUB-4357,1
Q8X1D8,SUB-883,0
P19801,SUB-4845,1
Q8TCG5,SUB-3095,1
Q9PT41,SUB-5153,0
B9W4V6,SUB-7783,0
P21589,SUB-7839,0
Q8QHL7,SUB-9191,0
P28903,SUB-6197,1
Q8K4B7,SUB-8326,0
I3RYX9,SUB-4147,0
C9K2Z6,SUB-10034,0
P60584,SUB-1003,1
P13001,SUB-2202,1
P0A924,SUB-7133,1
Q9X0D0,SUB-7666,0
Q6PFW1,SUB-6628,0
P0CS93,SUB-2945,0
C9K2Z6,SUB-4657,1
P0CG30,SUB-4431,0
Q8KZP9,SUB-6343,0
Q00796,SUB-165,1
Q59RG5,SUB-3851,1
F5H5G0,SUB-5614,1
O69054,SUB-150,1
Q9D379,SUB-7375,0
A1XWY7,SUB-7179,0
Q9R1T5,SUB-1953,1
P17516,SUB-4568,1
P18548,SUB-8932,0
Q5FSJ2,SUB-8660,1
P07872,SUB-10209,1
Q9S777,SUB-973,1
Q7X2H8,SUB-6844,0
P22643,SUB-600,1
Q59477,SUB-6417,1
Q703V9,SUB-9183,1
P00791,SUB-4529,1
S5M6X9,SUB-8860,1
Q96KN2,SUB-7637,0
Q1W622,SUB-1682,1
P04963,SUB-4109,1
P9WMK9,SUB-1691,0
P39462,SUB-4906,1
P04963,SUB-419,0
O32428,SUB-4754,1
Q99519,SUB-8418,0
P0A110,SUB-1860,0
A0A0E3D8K7,SUB-6253,1
Q93TJ5,SUB-2905,0
Q93V61,SUB-8096,0
Q8KLT9,SUB-3239,1
P50293,SUB-2287,1
P00591,SUB-3282,1
P00780,SUB-290,1
B9W4V6,SUB-441,1
P80679,SUB-6304,0
Q70J58,SUB-8620,0
P72224,SUB-2521,1
Q60136,SUB-8129,0
A3QYW3,SUB-359,1
Q8NJP6,SUB-6781,1
Q5FSJ2,SUB-90,1
P19801,SUB-5109,0
P16233,SUB-225,1
P10297,SUB-10048,0
Q04631,SUB-2698,0
P32947,SUB-10274,0
F1P6W8,SUB-7157,0
P33316,SUB-2014,0
Q5BM20,SUB-1158,1
Q83WC8,SUB-7752,0
B2ZRE3,SUB-7017,0
A0LRH8,SUB-2442,1
P12955,SUB-9610,1
Q9TVW2,SUB-5059,1
P27652,SUB-8635,1
Q9BT40,SUB-4778,1
P36639,SUB-6978,0
P11310,SUB-4405,0
P0ABF6,SUB-2092,1
Q9HA79,SUB-1384,1
P21685,SUB-2341,1
F1P6W8,SUB-5587,1
P23457,SUB-3668,0
C9K2Z6,SUB-8601,0
P23946,SUB-2583,0
P80340,SUB-9270,1
Q9SLN8,SUB-2951,0
P22983,SUB-10345,1
A8IRK4,SUB-6503,1
A0A075B5G4,SUB-7478,1
Q9N119,SUB-2572,0
Q8L3C9,SUB-5624,0
Q7LWG2,SUB-2446,0
P10959,SUB-4452,0
A2DJ40,SUB-4002,1
P54310,SUB-5426,0
E3W861,SUB-4435,0
P0ABJ1,SUB-8723,0
P29218,SUB-5108,1
O33472,SUB-1136,1
P08683,SUB-4299,1
D7UER1,SUB-19,0
Q99040,SUB-9566,1
P54965,SUB-1083,0
P39831,SUB-9333,0
P08659,SUB-6680,1
Q70FC9,SUB-5581,0
A0A0S2GKZ1,SUB-5911,0
D2DRC5,SUB-6238,1
P11344,SUB-5554,1
E6Y9B0,SUB-660,1
P07872,SUB-1475,0
Q00441,SUB-3963,0
A0A0A1EQY0,SUB-9661,1
O34142,SUB-8111,0
O62653,SUB-3054,1
D2B1P1,SUB-1281,0
P39849,SUB-5404,0
Q76HN6,SUB-670,0
O54909,SUB-3705,0
Q9JLJ3,SUB-6497,0
Q6IB77,SUB-7713,0
O87082,SUB-9290,1
Q76HN6,SUB-2443,0
P11344,SUB-2007,1
Q00740,SUB-9689,1
A0ZXZ4,SUB-5031,1
Q5W1E6,SUB-2804,1
P94388,SUB-8747,0
Q7ZA32,SUB-45,0
Q92820,SUB-6788,1
P22303,SUB-9493,1
O13702,SUB-5797,1
Q4WZ70,SUB-9287,1
B1P195,SUB-3290,0
Q9SG92,SUB-8610,0
P37967,SUB-591,0
C9JRZ8,SUB-10072,1
G2QND5,SUB-6083,1
C9JRZ8,SUB-1895,1
Q75UV1,SUB-5843,1
Q9HA79,SUB-1832,1
P72156,SUB-7596,1
E3W9M3,SUB-1055,1
P78330,SUB-971,1
P25152,SUB-6437,1
A0A0C1Q6R1,SUB-2529,0
Q8VPD4,SUB-992,1
Q6AYS7,SUB-8728,1
Q9BY64,SUB-7316,1
Q04631,SUB-9504,0
Q3MGC5,SUB-3662,0
Q9EQV6,SUB-9293,0
Q56841,SUB-1823,1
P15559,SUB-4062,1
Q51947,SUB-8448,0
Q9WXT2,SUB-1845,0
P56389,SUB-61,1
P9WIE5,SUB-7319,0
P15304,SUB-8857,1
P19515,SUB-8169,0
Q1QBB9,SUB-572,1
P35520,SUB-3068,1
A3GHL4,SUB-8483,1
Q9JJN7,SUB-9869,1
Q9UBR1,SUB-663,1
P06617,SUB-7597,1
O34746,SUB-4416,0
P92979,SUB-2028,0
Q7G191,SUB-9621,1
P37610,SUB-5453,1
A0A1W5VLZ8,SUB-669,0
Q13126,SUB-910,1
P32947,SUB-5032,1
F9UM18,SUB-1299,1
Q99JY8,SUB-9355,1
P40817,SUB-6288,0
O74935,SUB-2783,1
O32428,SUB-6661,0
Q70EX8,SUB-5329,1
B8K1W1,SUB-1018,0
Q56185,SUB-9191,1
P14407,SUB-270,1
Q73PV9,SUB-691,0
Q9XZT6,SUB-3151,1
P00784,SUB-2970,1
Q8RDE9,SUB-3759,0
P78329,SUB-9216,0
P42330,SUB-6207,1
A9KT32,SUB-3357,0
B3Y018,SUB-4821,0
P32906,SUB-9401,0
Q24982,SUB-3051,0
Q9D099,SUB-2838,0
A1R2C3,SUB-2304,0
D0EFL2,SUB-7190,1
P00591,SUB-1750,1
P07896,SUB-2408,1
O73949,SUB-4435,1
Q5S058,SUB-3592,1
O09010,SUB-1685,0
P15558,SUB-129,1
O25366,SUB-7904,1
P05459,SUB-6308,0
Q9JKC1,SUB-7464,0
Q7WWK8,SUB-6968,1
P14410,SUB-10277,0
Q8II73,SUB-2886,0
Q26304,SUB-3943,0
F2R038,SUB-5004,0
Q56841,SUB-4220,1
Q8NCE0,SUB-209,0
P0ABJ9,SUB-2101,1
I3RYX9,SUB-10199,0
Q52675,SUB-9766,0
P13154,SUB-247,0
P09417,SUB-3334,0
Q06892,SUB-1166,0
Q9SG92,SUB-453,0
B9W4V6,SUB-7560,1
Q2VEQ7,SUB-967,0
Q15738,SUB-6872,1
Q148T8,SUB-7638,0
G1EMI7,SUB-2754,1
Q8U0Z6,SUB-9933,1
G4FFR3,SUB-594,0
Q12674,SUB-5522,1
P76217,SUB-864,1
Q93ZR6,SUB-1171,0
P11586,SUB-4941,0
Q9C5I1,SUB-2727,1
P18417,SUB-6540,0
Q11Z78,SUB-8935,1
F5H5G0,SUB-5388,0
Q26304,SUB-1661,0
Q64602,SUB-315,0
P30837,SUB-6521,0
Q15493,SUB-1486,0
Q7TNT2,SUB-8155,0
P32963,SUB-7336,1
D5HN83,SUB-1342,0
Q08ET4,SUB-13,1
Q00740,SUB-8915,0
B8XPY7,SUB-8479,0
A9QXE0,SUB-3609,0
O33830,SUB-10156,0
E4QP00,SUB-7809,0
P22367,SUB-2408,1
P0A955,SUB-4789,1
Q41635,SUB-5488,0
P13569,SUB-9416,0
P04963,SUB-5694,0
Q04631,SUB-8349,0
P00634,SUB-9006,1
P32861,SUB-7606,0
Q60136,SUB-9382,0
P32322,SUB-2317,0
Q9U2M7,SUB-2768,1
P39464,SUB-4302,0
C6A190,SUB-3942,0
Q2U7D3,SUB-2087,0
Q72ID4,SUB-3054,1
P00634,SUB-7537,1
Q8L3C9,SUB-1059,0
Q8KQK1,SUB-6142,1
Q8NFP7,SUB-1670,1
P00784,SUB-9060,1
A0A140CUL9,SUB-2770,0
Q11Z78,SUB-8468,0
A3GHL4,SUB-6569,0
P28776,SUB-493,1
P0A6L4,SUB-1903,1
P0CS93,SUB-5690,0
Q8ZWY4,SUB-9351,1
P26876,SUB-4779,0
F6BL85,SUB-13,0
P14384,SUB-6272,1
P35354,SUB-6222,1
C7FF05,SUB-358,0
F2R038,SUB-4797,0
I3V5V5,SUB-6200,1
P26876,SUB-10095,0
A9KT32,SUB-10189,0
Q9BY49,SUB-4720,1
Q6TGQ8,SUB-4321,0
Q6Q272,SUB-1177,1
P29853,SUB-4500,0
A0A1B1NX89,SUB-3664,1
F1N9C1,SUB-45,1
P37334,SUB-1552,1
P21588,SUB-4527,0
G0RVK1,SUB-6406,1
Q8H0L8,SUB-4294,1
P22413,SUB-2221,0
A0A0E4A9D6,SUB-5309,1
P36551,SUB-7218,0
P49384,SUB-1131,0
Q49HD7,SUB-10150,1
Q9I4U2,SUB-9125,0
P04963,SUB-7943,0
P13569,SUB-9688,0
P9WPL5,SUB-3893,0
P0ABJ1,SUB-4947,1
Q04631,SUB-906,1
A0A0G3ICV8,SUB-6007,1
B9W4V6,SUB-1241,0
P0A840,SUB-8875,0
Q0CDD9,SUB-8746,1
A7LGL0,SUB-8894,0
P17532,SUB-6099,1
Q8LDU4,SUB-7975,0
P11310,SUB-3576,1
Q9RE05,SUB-5508,1
K0CAI2,SUB-3122,0
A0A088BHP3,SUB-9445,0
O54909,SUB-9148,1
P09889,SUB-4281,1
P05202,SUB-7797,0
A5YW95,SUB-4698,1
Q76LC4,SUB-2369,1
Q2UP30,SUB-3978,0
Q5BM20,SUB-6764,1
P50162,SUB-7150,1
V6BP73,SUB-2231,1
Q6Q8Q7,SUB-4163,0
Q2MJ20,SUB-6408,0
Q8R3P0,SUB-9695,1
Q6J4T9,SUB-5198,0
E0Z1D2,SUB-1094,1
Q7NXD4,SUB-6950,1
Q02127,SUB-9427,1
P22869,SUB-2745,1
O54909,SUB-6878,0
E0X988,SUB-2646,0
Q8LLW7,SUB-2032,1
F6MZ55,SUB-3187,1
C0JP83,SUB-8016,1
Q76HN6,SUB-9324,0
P57681,SUB-5576,1
P0AB80,SUB-5448,1
O94219,SUB-555,0
Q8IEK1,SUB-7002,1
P0A111,SUB-305,0
A0A9I9,SUB-1496,0
Q670W0,SUB-4247,0
O75828,SUB-6512,1
Q5L1X8,SUB-4091,1
Q58813,SUB-3141,0
P94388,SUB-95,0
A0A345BEL0,SUB-1860,1
Q0QLF2,SUB-8526,0
Q9UJ70,SUB-9223,0
P09411,SUB-4788,1
P9WMB5,SUB-8282,0
B3IVI7,SUB-1641,0
Q9RXX6,SUB-9952,0
Q0ZUL0,SUB-3408,0
Q9AGH8,SUB-8458,1
P49366,SUB-139,0
Q9RMI3,SUB-10252,1
A9CPS8,SUB-4921,1
Q9RXX6,SUB-1960,1
P0AEB2,SUB-7037,0
Q8IJ74,SUB-1555,1
P0A6L4,SUB-2443,1
Q0ZUL0,SUB-8920,0
P29930,SUB-8594,0
Q8BWF0,SUB-930,1
Q9FYU7,SUB-6805,1
C4PFX1,SUB-8382,1
Q9C1S6,SUB-4318,1
P00742,SUB-1984,1
B1PSD9,SUB-7292,0
Q5QE78,SUB-9286,0
Q02068,SUB-705,1
P18417,SUB-9489,0
Q6YNI5,SUB-449,0
Q7V6D4,SUB-5101,0
Q02068,SUB-7936,1
Q3LSM4,SUB-10198,0
Q9XZT6,SUB-9010,1
O34142,SUB-9992,0
A0A2I6U1R0,SUB-3540,1
Q93YB2,SUB-9928,0
P10959,SUB-6863,1
P97629,SUB-5573,1
A5F5X0,SUB-10328,1
P04070,SUB-8804,1
Q51578,SUB-3341,1
Q8ZR88,SUB-417,0
V9HZX4,SUB-9993,1
Q9UNW1,SUB-4469,0
P17516,SUB-5681,0
P06632,SUB-3476,1
U3RD44,SUB-5784,1
Q670W0,SUB-7747,0
Q12178,SUB-8150,0
P80067,SUB-7872,0
Q9LCQ7,SUB-93,0
Q96V44,SUB-7520,0
A0A024RXP8,SUB-848,1
Q9NWM0,SUB-7837,0
M1SQA1,SUB-3793,1
Q99LY2,SUB-4395,1
A0LRH8,SUB-4653,0
P06622,SUB-4778,0
Q8TCG5,SUB-7817,1
Q1JUP4,SUB-3386,1
Q93YB2,SUB-5690,0
P00634,SUB-1280,1
A0A075KLC7,SUB-5864,1
A5JTM5,SUB-197,1
E5DD06,SUB-6390,0
P0A6L4,SUB-8746,0
Q8IKU0,SUB-8622,1
Q9Z2Z8,SUB-4499,1
P37528,SUB-6704,0
O75845,SUB-7196,1
P00371,SUB-7274,1
P80679,SUB-8217,1
P00791,SUB-1861,0
E3W861,SUB-9838,0
Q9UI42,SUB-7886,0
P0AEK2,SUB-8280,0
J3QMK6,SUB-1803,1
Q9ZBU1,SUB-1236,0
Q5SLG6,SUB-9132,1
B2RLK2,SUB-320,1
G1UFR4,SUB-6041,1
Q8BWF0,SUB-5960,1
Q8K4B7,SUB-811,0
P00791,SUB-87,0
Q8L3C9,SUB-1879,0
P15559,SUB-3535,1
Q8LAS8,SUB-549,1
Q02497,SUB-2390,0
A5YW95,SUB-3751,0
Q15493,SUB-7538,1
P23457,SUB-9653,1
Q4QTJ1,SUB-7491,0
P11935,SUB-7280,1
P08319,SUB-3473,1
F5H5G0,SUB-1763,1
Q8KHZ8,SUB-7845,0
P28845,SUB-5769,0
P17554,SUB-9616,1
P30837,SUB-6499,0
A0A024FRL9,SUB-2394,1
A0A0E4A9D6,SUB-4945,1
P18548,SUB-8425,1
A9QXE0,SUB-8877,0
Q9SMI2,SUB-7195,1
D0ITF8,SUB-9256,0
